Acc_Betrag,Acc_X,Acc_Y,Acc_Z,Ori_Betrag,Ori_X,Ori_Y,Ori_Z,Timestamp
2.18580191234247,-140,-873,1999,0.0407392958182322,-30.09722222222222,-18.57777777777778,-20.216666666666665,1735410595105
2.18580191234247,-140,-873,1999,0.048146533421997845,-4.441666666666666,-11.6,46.516666666666666,1735410595130
2.18580191234247,-140,-873,1999,0.03799058383174103,-8.697222222222223,-1.0527777777777778,36.96666666666667,1735410595160
1.1346867409113406,-413,-144,-1047,0.04939031142495784,-9.080555555555556,-13.041666666666666,46.763888888888886,1735410595190
1.1346867409113406,-413,-144,-1047,0.04240172779571286,-29.738888888888887,-15.541666666666666,-25.92222222222222,1735410595249
0.8289523508622193,239,-515,604,0.043453313690431164,-31.5,-14.96111111111111,-25.925,1735410595280
0.8289523508622193,239,-515,604,0.04858119793922209,-20.680555555555557,-14.71111111111111,-41.425,1735410595310
0.8289523508622193,239,-515,604,0.05147678406660138,-16.308333333333334,-10.472222222222221,47.68888888888889,1735410595340
0.7356670442530371,-439,-262,529,0.045128636869960305,-14.122222222222222,-8.86111111111111,41.93611111111111,1735410595370
0.7356670442530371,-439,-262,529,0.04285124184278835,-8.508333333333333,-13.588888888888889,39.73888888888889,1735410595400
0.7356670442530371,-439,-262,529,0.037228291793695606,-0.03888888888888889,-16.533333333333335,33.355555555555554,1735410595430
0.7356670442530371,-439,-262,529,0.030881895191475602,9.816666666666666,-16.572222222222223,24.13888888888889,1735410595459
1.177146974680732,-179,-195,-1147,0.041108265854994885,35.852777777777774,-19.966666666666665,2.408333333333333,1735410595490
1.177146974680732,-179,-195,-1147,0.05056550657559868,48.580555555555556,-11.658333333333333,-7.802777777777778,1735410595520
1.177146974680732,-179,-195,-1147,0.04925289825087566,-48.31944444444444,-3.213888888888889,-8.98611111111111,1735410595550
2.472507027290317,-1239,-763,1999,0.036790102206576844,32.15555555555556,-16.330555555555556,7.269444444444445,1735410595609
2.472507027290317,-1239,-763,1999,0.029315967871148686,10.316666666666666,-4.758333333333334,27.025,1735410595640
0.9025164818439606,-154,-248,-854,0.028701744930178675,8.844444444444445,2.361111111111111,27.20277777777778,1735410595670
0.9025164818439606,-154,-248,-854,0.028551449526455365,24.919444444444444,-3.7583333333333333,13.419444444444444,1735410595700
0.9025164818439606,-154,-248,-854,0.036098628291199274,35.83611111111111,3.816666666666667,-2.077777777777778,1735410595730
0.9025164818439606,-154,-248,-854,0.0421927289169211,35.541666666666664,13.936111111111112,-17.966666666666665,1735410595760
