Timestamp,X,Y,Z
1735156825.8427699,-3,106,-1005
1735156825.872138,-6,115,-1013
1735156825.902582,-8,125,-1020
1735156825.932147,-8,125,-1020
1735156825.9666681,-8,125,-1020
1735156825.993857,-6,128,-1034
1735156826.024603,-6,128,-1034
1735156826.052295,-6,128,-1034
1735156826.082794,20,114,-1004
1735156826.1120782,20,114,-1004
1735156826.1426718,20,114,-1004
1735156826.171784,4,111,-1007
1735156826.201922,-12,107,-1010
1735156826.2329102,-12,107,-1010
1735156826.264904,-12,107,-1010
1735156826.294987,-23,112,-1028
1735156826.324765,-23,112,-1028
1735156826.352213,-23,112,-1028
1735156826.382478,-15,125,-1032
1735156826.411804,-15,125,-1032
1735156826.442501,-15,125,-1032
1735156826.4725718,8,126,-1016
1735156826.501787,8,126,-1016
1735156826.5325482,8,126,-1016
1735156826.5649102,8,126,-1016
1735156826.594424,-41,172,-1112
1735156826.624446,-41,172,-1112
1735156826.652208,-41,172,-1112
1735156826.682583,-125,198,-1135
1735156826.711864,-125,198,-1135
1735156826.7427561,-125,198,-1135
1735156826.7727082,-65,365,-1185
1735156826.802711,-65,365,-1185
1735156826.8325639,-65,365,-1185
1735156826.864896,-65,365,-1185
1735156826.894822,14,-10,-31
1735156826.924725,14,-10,-31
1735156826.952275,14,-10,-31
1735156826.982652,7,-2,-46
1735156827.012764,7,-2,-46
1735156827.041833,7,-2,-46
1735156827.0726552,86,-93,-26
1735156827.1017358,86,-93,-26
1735156827.132462,86,-93,-26
1735156827.162775,86,-93,-26
1735156827.194787,337,508,-1295
1735156827.2234502,337,508,-1295
1735156827.25216,337,508,-1295
1735156827.283103,153,-55,-707
1735156827.311935,153,-55,-707
1735156827.3426828,153,-55,-707
1735156827.371983,146,113,-986
1735156827.402744,146,113,-986
1735156827.431978,146,113,-986
1735156827.4649699,146,113,-986
1735156827.496429,200,133,-991
1735156827.524408,200,133,-991
1735156827.551967,200,133,-991
1735156827.5826821,152,126,-1002
1735156827.612648,152,126,-1002
1735156827.642959,152,126,-1002
1735156827.6719239,140,138,-1005
1735156827.7026,140,138,-1005
1735156827.731869,140,138,-1005
1735156827.7649229,140,138,-1005
1735156827.79491,174,127,-1000
1735156827.8244622,174,127,-1000
1735156827.85215,174,127,-1000
1735156827.882616,176,130,-1009
1735156827.911812,176,130,-1009
1735156827.9418938,176,130,-1009
1735156827.971888,171,131,-1003
1735156828.001961,171,131,-1003
1735156828.032106,171,131,-1003
1735156828.0632708,164,133,-1005
1735156828.09329,156,134,-1007
1735156828.1216729,156,134,-1007
1735156828.152063,156,134,-1007
1735156828.181717,164,137,-1003
1735156828.2126741,164,137,-1003
1735156828.241973,164,137,-1003
1735156828.2727392,173,129,-1005
1735156828.3036978,173,129,-1005
1735156828.331708,173,129,-1005
1735156828.364991,178,159,-1056
1735156828.393674,183,189,-1107
1735156828.421752,183,189,-1107
1735156828.451831,183,189,-1107
1735156828.4827561,95,279,-1201
1735156828.511901,95,279,-1201
1735156828.542565,95,279,-1201
1735156828.57247,269,70,-1007
1735156828.602677,269,70,-1007
1735156828.631689,269,70,-1007
1735156828.664682,224,57,-1059
1735156828.694816,180,44,-1111
1735156828.7246652,180,44,-1111
1735156828.7521422,180,44,-1111
1735156828.7825952,210,66,-945
1735156828.811705,210,66,-945
1735156828.842577,210,66,-945
1735156828.871836,67,48,-964
1735156828.9028559,67,48,-964
1735156828.9326148,67,48,-964
1735156828.9637198,167,90,-974
1735156828.992192,268,131,-984
1735156829.024611,268,131,-984
1735156829.0523891,268,131,-984
1735156829.082525,145,149,-1003
1735156829.111736,145,149,-1003
1735156829.14257,145,149,-1003
1735156829.171784,191,137,-1005
1735156829.2026298,191,137,-1005
1735156829.232002,191,137,-1005
1735156829.2648692,183,134,-1003
1735156829.294579,175,132,-1002
1735156829.325078,175,132,-1002
1735156829.352067,175,132,-1002
1735156829.382862,184,129,-1015
1735156829.4117792,184,129,-1015
1735156829.4429069,184,129,-1015
1735156829.472099,176,122,-1003
1735156829.50283,176,122,-1003
1735156829.531978,176,122,-1003
1735156829.565161,182,122,-999
1735156829.594968,188,121,-996
1735156829.624557,188,121,-996
1735156829.6525571,188,121,-996
1735156829.681993,173,124,-1009
1735156829.712887,173,124,-1009
1735156829.7417321,173,124,-1009
1735156829.772613,183,130,-997
1735156829.801801,183,130,-997
1735156829.8326778,183,130,-997
1735156829.862853,180,128,-1000
1735156829.893389,177,125,-1002
1735156829.921819,177,125,-1002
1735156829.9526029,177,125,-1002
1735156829.9819038,186,131,-993
1735156830.012903,186,131,-993
1735156830.041989,186,131,-993
1735156830.072722,188,126,-1002
1735156830.101794,188,126,-1002
1735156830.132365,188,126,-1002
1735156830.1646552,180,127,-1003
1735156830.193341,171,127,-1003
1735156830.22317,171,127,-1003
1735156830.2520041,171,127,-1003
1735156830.283021,174,130,-1003
1735156830.312056,174,130,-1003
1735156830.342848,174,130,-1003
1735156830.3721652,182,125,-1007
1735156830.402015,182,125,-1007
1735156830.4328508,182,125,-1007
1735156830.464532,181,119,-1007
1735156830.495301,181,119,-1007
1735156830.522177,181,119,-1007
1735156830.554726,181,119,-1007
1735156830.5826938,187,120,-1003
1735156830.612881,187,120,-1003
1735156830.642178,187,120,-1003
1735156830.6726332,190,133,-1003
1735156830.702055,190,133,-1003
1735156830.732945,190,133,-1003
1735156830.763169,179,123,-1004
1735156830.797365,179,123,-1004
1735156830.824755,179,123,-1004
