Timestamp,X,Y,Z
1735156672.51039,-26,-84,1029
1735156672.543154,-26,-84,1029
1735156672.573592,-8,-122,961
1735156672.6005828,-8,-122,961
1735156672.632088,-8,-122,961
1735156672.660459,-41,-111,978
1735156672.6929548,-41,-111,978
1735156672.723043,-41,-111,978
1735156672.753182,-41,-111,978
1735156672.782971,-49,16,1028
1735156672.814425,-49,16,1028
1735156672.841075,-49,16,1028
1735156672.873138,-87,-76,1036
1735156672.9030888,-87,-76,1036
1735156672.933114,-87,-76,1036
1735156672.963108,-88,-78,1042
1735156672.9931462,-88,-78,1042
1735156673.023147,-88,-78,1042
1735156673.0530822,-88,-78,1042
1735156673.083141,-37,-109,855
1735156673.1114712,-37,-109,855
1735156673.141255,-37,-109,855
1735156673.170385,0,-43,681
1735156673.201492,0,-43,681
1735156673.2330549,0,-43,681
1735156673.2633228,-197,-116,1141
1735156673.293181,-197,-116,1141
1735156673.32321,-197,-116,1141
1735156673.353055,-195,-176,1420
1735156673.383392,-193,-236,1699
1735156673.4132721,-193,-236,1699
1735156673.4437041,-193,-236,1699
1735156673.4730399,-87,-63,1015
1735156673.5030951,-87,-63,1015
1735156673.5331671,-87,-63,1015
1735156673.562741,-41,95,488
1735156673.59307,-41,95,488
1735156673.622265,-41,95,488
1735156673.653066,-98,115,405
1735156673.683507,-154,135,321
1735156673.7131789,-154,135,321
1735156673.743119,-154,135,321
1735156673.7730792,-258,247,665
1735156673.80086,-258,247,665
1735156673.832352,-258,247,665
1735156673.860605,-406,476,1999
1735156673.893002,-406,476,1999
1735156673.9231749,-406,476,1999
1735156673.953417,-138,208,919
1735156673.9830358,128,-58,-160
1735156674.013429,128,-58,-160
1735156674.043197,128,-58,-160
1735156674.0731258,22,5,-22
1735156674.1028621,22,5,-22
1735156674.133161,22,5,-22
1735156674.1631172,19,13,-31
1735156674.194666,19,13,-31
1735156674.223134,19,13,-31
1735156674.2529721,17,-16,-45
1735156674.2832158,15,-46,-60
1735156674.313292,15,-46,-60
1735156674.3419719,15,-46,-60
1735156674.370451,65,439,88
1735156674.401402,65,439,88
1735156674.431568,65,439,88
1735156674.465555,166,152,239
1735156674.493077,166,152,239
1735156674.5231402,166,152,239
1735156674.553201,223,127,-427
1735156674.5831199,279,102,-1094
1735156674.613238,279,102,-1094
1735156674.642072,279,102,-1094
1735156674.671687,45,119,-1043
1735156674.700604,45,119,-1043
1735156674.732969,45,119,-1043
1735156674.763176,147,161,-1015
1735156674.793091,147,161,-1015
1735156674.823328,147,161,-1015
1735156674.851316,146,140,-1015
1735156674.881205,144,120,-1015
1735156674.913176,144,120,-1015
1735156674.943207,144,120,-1015
1735156674.975206,84,82,-1035
1735156675.002976,84,82,-1035
1735156675.03312,84,82,-1035
1735156675.06113,143,131,-1020
1735156675.091516,143,131,-1020
1735156675.121753,143,131,-1020
1735156675.153239,149,131,-1020
1735156675.181914,155,131,-1021
1735156675.2119648,155,131,-1021
1735156675.241569,155,131,-1021
1735156675.2715719,106,90,-995
1735156675.30039,106,90,-995
1735156675.3303401,106,90,-995
1735156675.3616178,114,124,-1013
1735156675.3902469,114,124,-1013
1735156675.420804,114,124,-1013
1735156675.451574,131,122,-1015
1735156675.480575,148,120,-1016
1735156675.5133061,148,120,-1016
1735156675.543455,148,120,-1016
1735156675.572384,129,124,-1015
1735156675.600458,129,124,-1015
1735156675.6330502,129,124,-1015
1735156675.663093,109,122,-1016
1735156675.692328,109,122,-1016
1735156675.721198,109,122,-1016
1735156675.7531059,135,133,-1000
1735156675.783194,135,133,-1000
1735156675.811373,135,133,-1000
1735156675.843105,135,133,-1000
1735156675.8730738,128,131,-1015
1735156675.9030242,128,131,-1015
1735156675.9330418,128,131,-1015
1735156675.963128,126,113,-1002
1735156675.992374,126,113,-1002
1735156676.020608,126,113,-1002
1735156676.0511801,126,125,-1007
1735156676.0805209,126,125,-1007
1735156676.113131,126,125,-1007
1735156676.143049,126,125,-1007
1735156676.17315,128,132,-1018
1735156676.205709,128,132,-1018
1735156676.233737,128,132,-1018
1735156676.261085,125,121,-1007
1735156676.2929149,125,121,-1007
1735156676.3233018,125,121,-1007
1735156676.3533912,129,132,-1016
1735156676.3831081,129,132,-1016
1735156676.414803,129,132,-1016
1735156676.44306,129,132,-1016
1735156676.47162,133,136,-1008
1735156676.503192,133,136,-1008
1735156676.533153,133,136,-1008
1735156676.5655,139,118,-1010
1735156676.5916271,139,118,-1010
1735156676.620445,139,118,-1010
1735156676.653065,137,115,-999
1735156676.683529,137,115,-999
1735156676.711442,137,115,-999
1735156676.741287,137,115,-999
1735156676.7705312,137,129,-1015
1735156676.801843,137,129,-1015
1735156676.832722,137,129,-1015
1735156676.8632839,122,117,-1004
1735156676.893736,122,117,-1004
1735156676.9237561,122,117,-1004
1735156676.952982,128,136,-1007
1735156676.983155,128,136,-1007
1735156677.014679,128,136,-1007
1735156677.043042,124,130,-1010
1735156677.0735402,119,125,-1013
1735156677.102227,119,125,-1013
1735156677.130657,119,125,-1013
1735156677.161248,134,117,-1013
1735156677.193515,134,117,-1013
1735156677.223208,134,117,-1013
1735156677.253142,128,136,-1012
1735156677.283193,128,136,-1012
1735156677.31283,128,136,-1012
1735156677.341193,131,123,-1003
1735156677.3730948,134,110,-993
1735156677.402775,134,110,-993
1735156677.43315,134,110,-993
1735156677.4632802,148,150,-1060
1735156677.492339,148,150,-1060
