Acc_Betrag,Acc_X,Acc_Y,Acc_Z,Ori_Betrag,Ori_X,Ori_Y,Ori_Z,Timestamp
0.3708616994713011,2325.8927190167783,-432.23681496605445,544.4846655720869,0.04003829686344709,16.08477109275828,14.75904687018624,9.393863337876805,1735411024080.0
1.4630036190803724,1706.2540298143647,375.4055608963025,-997.9287273277039,0.044137916496082896,38.77831324703696,-7.758295833480513,31.08512321315678,1735411024110.0
2.0467376344293267,49.38179088722143,-1123.4754257029208,-811.2844234783064,0.0538805404971699,76.25401077636985,0.5261619490295821,-57.580602807891275,1735411024139.0
1.9249317314855712,-380.8671575682829,-1160.5201126925563,-1127.3128809476643,0.023821828488689648,-12.925029322187775,-0.38499602029460167,-17.388068360912932,1735411024169.0
1.6335537064143195,361.9582544937716,408.4371663245844,-674.0471888163555,0.03035914224759505,25.901364931319456,9.698196750199259,1.4480145466740844,1735411024199.0
1.539543009855849,441.56051482544007,-1048.0850108715665,-534.0606836663287,0.05777566976662914,53.28834386575018,11.043185717130811,-38.60067750411045,1735411024228.0
0.8153899128534292,799.0464202798366,-819.9194264038942,80.63794935687662,0.03736702537904438,38.76100547551994,13.762583598371855,-14.65923446330017,1735411024258.0
1.7829762521248433,1099.3616065016347,-144.89898349780532,-60.78318556917378,0.04754653181856244,28.338204204632863,23.594220101829993,84.1667510726674,1735411024288.0
0.338834724030763,1235.4398539210893,-1843.8628583174211,676.1290677381164,0.059011500598823305,44.65852096404191,7.311468797628816,11.920917954816403,1735411024318.0
0.8074687606390961,-287.05524531346896,-170.61132475721888,309.1071532613428,0.014083321670724347,14.106902600531868,8.243426046325318,19.43530955442109,1735411024348.0
1.0909948667714364,-330.95758050264544,-620.0779032923905,1663.7051800713366,0.014721439971677708,-5.282599531614399,7.229719659338579,96.53505018681838,1735411024379.0
2.3671143339875274,661.9757368520786,-633.3950694515388,-1236.2781718337478,0.009948651326580748,40.37913169443413,15.860764025948239,-22.31251560980667,1735411024408.0
1.3210373071625297,1275.1899645688313,-271.91126392512285,-466.00729694536864,0.021458125644853866,26.07225074083357,2.311807555298257,98.17013719990484,1735411024440.0
0.9345709877438297,1105.628825093889,-1170.2288243547882,376.80110919440585,0.05310053878554245,-90.82978610970582,27.828604603923743,-22.517371697265954,1735411024470.0
0.9974974408903483,1303.2518287716198,-278.95543963861525,1034.3183483692771,0.08474096175552956,-79.0955036559757,10.075599861680653,31.14449339744394,1735411024499.0
0.9183661536955419,1299.4723043882163,263.44430363768197,466.37503884278124,0.027306446976869483,-30.206918258684134,13.813203958290305,42.78346346480715,1735411024529.0
1.0021083160445357,1281.954581900749,205.04279808316977,178.40076460060595,0.06096007937754186,-30.887877129255294,15.066744512615468,34.67400572166423,1735411024560.0
