Timestamp,X,Y,Z
1735157460.98321,350,946,99
1735157461.010603,350,946,99
1735157461.041044,350,946,99
1735157461.0705862,350,946,99
1735157461.09989,574,890,39
1735157461.1307788,574,890,39
1735157461.159992,574,890,39
1735157461.189739,338,1097,230
1735157461.220451,338,1097,230
1735157461.252555,338,1097,230
1735157461.28091,641,909,60
1735157461.312851,641,909,60
1735157461.342732,641,909,60
1735157461.3704681,641,909,60
1735157461.400675,815,561,56
1735157461.430758,815,561,56
1735157461.4600372,815,561,56
1735157461.490906,902,260,-13
1735157461.5201511,902,260,-13
1735157461.5527098,902,260,-13
1735157461.582054,1045,172,-293
1735157461.610013,1045,172,-293
1735157461.640914,1045,172,-293
1735157461.6699572,1045,172,-293
1735157461.699905,1072,233,-238
1735157461.731045,1072,233,-238
1735157461.7607381,1072,233,-238
1735157461.790698,910,212,-280
1735157461.819817,910,212,-280
1735157461.851286,910,212,-280
1735157461.882057,897,231,-361
1735157461.911107,897,231,-361
1735157461.9407492,897,231,-361
1735157461.97073,897,231,-361
1735157462.000173,863,326,-479
1735157462.030915,863,326,-479
1735157462.059979,863,326,-479
1735157462.090704,582,622,-614
1735157462.120034,582,622,-614
1735157462.1532228,582,622,-614
1735157462.1828082,701,532,-817
1735157462.2119029,701,532,-817
1735157462.239945,701,532,-817
1735157462.270876,670,508,-779
1735157462.299829,639,483,-740
1735157462.3311071,639,483,-740
1735157462.360008,639,483,-740
1735157462.390811,545,364,-652
1735157462.4200552,545,364,-652
1735157462.4528892,545,364,-652
1735157462.4826722,479,369,-792
1735157462.512545,479,369,-792
1735157462.540522,479,369,-792
1735157462.570785,432,415,-826
1735157462.600051,385,460,-860
1735157462.632277,385,460,-860
1735157462.660325,385,460,-860
1735157462.690739,460,320,-921
1735157462.7200818,460,320,-921
1735157462.7510452,460,320,-921
1735157462.782979,455,232,-911
1735157462.812782,455,232,-911
1735157462.84045,455,232,-911
1735157462.870859,390,215,-857
1735157462.9009259,325,197,-803
1735157462.930051,325,197,-803
1735157462.960896,325,197,-803
1735157462.989909,395,113,-852
1735157463.020865,395,113,-852
1735157463.051091,395,113,-852
1735157463.08269,319,191,-948
1735157463.1106508,319,191,-948
1735157463.14078,319,191,-948
1735157463.169926,352,201,-930
1735157463.2008839,385,211,-913
1735157463.230679,385,211,-913
1735157463.26004,385,211,-913
1735157463.2908359,490,236,-881
1735157463.320132,490,236,-881
1735157463.353003,490,236,-881
1735157463.38296,511,194,-769
1735157463.412647,511,194,-769
1735157463.4707358,561,229,-781
1735157463.500853,611,265,-793
1735157463.529989,611,265,-793
1735157463.560867,611,265,-793
1735157463.589921,624,248,-781
1735157463.620634,624,248,-781
1735157463.652964,624,248,-781
1735157463.6821928,692,278,-832
1735157463.712639,692,278,-832
1735157463.740428,692,278,-832
1735157463.770611,623,306,-774
1735157463.8011441,553,334,-716
1735157463.8299031,553,334,-716
1735157463.860655,553,334,-716
1735157463.889961,708,280,-830
1735157463.920959,708,280,-830
1735157463.950971,708,280,-830
1735157463.983001,707,277,-839
1735157464.012691,707,277,-839
1735157464.04073,707,277,-839
1735157464.0707352,676,286,-896
1735157464.099769,644,295,-954
1735157464.130775,644,295,-954
1735157464.160058,644,295,-954
1735157464.190691,399,379,-939
1735157464.2198799,399,379,-939
1735157464.250766,399,379,-939
1735157464.280232,616,423,-780
1735157464.310194,616,423,-780
1735157464.340807,616,423,-780
1735157464.370087,732,410,-639
1735157464.401309,732,410,-639
1735157464.429932,732,410,-639
1735157464.4608781,732,410,-639
1735157464.4900732,649,319,-670
1735157464.521062,649,319,-670
1735157464.552883,649,319,-670
1735157464.58206,496,280,-817
1735157464.6099122,496,280,-817
1735157464.640795,496,280,-817
1735157464.669965,477,237,-1007
1735157464.7006779,477,237,-1007
1735157464.7298088,477,237,-1007
1735157464.760921,477,237,-1007
1735157464.789801,374,163,-945
1735157464.820788,374,163,-945
1735157464.8530161,374,163,-945
1735157464.88276,384,167,-870
1735157464.9126499,384,167,-870
1735157464.940188,384,167,-870
1735157464.9705012,432,101,-868
1735157465.000789,432,101,-868
1735157465.029946,432,101,-868
1735157465.0608158,432,101,-868
1735157465.090862,372,145,-941
1735157465.119869,372,145,-941
1735157465.152582,372,145,-941
1735157465.181757,488,164,-1007
1735157465.212654,488,164,-1007
1735157465.24041,488,164,-1007
1735157465.270744,397,98,-932
1735157465.299874,397,98,-932
1735157465.330749,397,98,-932
1735157465.360776,397,98,-932
1735157465.389834,396,146,-1022
1735157465.420649,396,146,-1022
1735157465.452855,396,146,-1022
1735157465.482074,438,146,-969
1735157465.512612,438,146,-969
1735157465.540297,438,146,-969
1735157465.5705569,314,182,-1026
1735157465.6000519,314,182,-1026
1735157465.630843,314,182,-1026
1735157465.660178,314,182,-1026
1735157465.691056,406,212,-1002
1735157465.720017,406,212,-1002
1735157465.753303,406,212,-1002
1735157465.78287,427,233,-945
1735157465.812742,427,233,-945
1735157465.840768,427,233,-945
1735157465.870636,363,226,-744
1735157465.900246,363,226,-744
1735157465.930115,363,226,-744
