Timestamp,X,Y,Z
1735157134.606957,-509,-580,-407
1735157134.636425,-509,-580,-407
1735157134.668684,-509,-580,-407
1735157134.728769,-533,-515,-421
1735157134.758503,-533,-515,-421
1735157134.788725,-533,-515,-421
1735157134.818527,-494,-734,-447
1735157134.8463202,-494,-734,-447
1735157134.878509,-494,-734,-447
1735157134.9378638,-429,-711,-608
1735157134.9687612,-429,-711,-608
1735157134.998545,-525,-712,-591
1735157135.0286632,-621,-713,-574
1735157135.058487,-621,-713,-574
1735157135.08868,-621,-713,-574
1735157135.1184561,1145,-643,-2000
1735157135.147987,1145,-643,-2000
1735157135.178516,1145,-643,-2000
1735157135.207904,1999,1999,1999
1735157135.23588,1999,1999,1999
1735157135.267748,1999,1999,1999
1735157135.298311,-2000,-1998,-1662
1735157135.330857,-2000,-1998,-1662
1735157135.387328,-2000,-1998,-1662
1735157135.416186,-1188,-9,-363
1735157135.447159,-1188,-9,-363
1735157135.476809,-1188,-9,-363
1735157135.5063932,1304,1999,1999
1735157135.5360582,1304,1999,1999
1735157135.5672371,1304,1999,1999
1735157135.596114,-2000,-2000,-2000
1735157135.62885,-2000,-2000,-2000
1735157135.6889741,-2000,-2000,-2000
1735157135.7473521,1349,1999,1999
1735157135.7759502,1349,1999,1999
1735157135.808821,-2000,514,29
1735157135.836673,-2000,514,29
1735157135.868795,-2000,514,29
1735157135.898877,-2000,-1132,-2000
1735157135.928822,-2000,-1132,-2000
1735157135.988975,-2000,-1132,-2000
1735157136.0489118,1999,1999,1999
1735157136.078691,1999,1999,1999
1735157136.10912,-2000,-1528,-1047
1735157136.138185,-2000,-1528,-1047
1735157136.1965241,-2000,-186,408
1735157136.258704,-2000,-186,408
1735157136.288772,-2000,-186,408
1735157136.318584,1575,1999,1999
1735157136.348822,1575,1999,1999
1735157136.378589,1575,1999,1999
1735157136.4074738,-2000,-1537,-1689
1735157136.435754,-2000,-1537,-1689
1735157136.498533,-2000,1113,349
1735157136.528387,-2000,1113,349
1735157136.5584488,-2000,1113,349
1735157136.588748,-2000,1113,349
1735157136.619029,-488,1999,1486
1735157136.64899,-488,1999,1486
1735157136.6775732,-488,1999,1486
1735157136.708637,-2000,-2000,-2000
1735157136.7679732,-2000,-2000,-2000
1735157136.798717,122,1999,1999
1735157136.828755,122,1999,1999
1735157136.858621,122,1999,1999
1735157136.887062,122,1999,1999
1735157136.915908,-2000,1848,-563
1735157136.947115,-2000,1848,-563
1735157136.976474,-2000,1848,-563
1735157137.0385852,-2000,-2000,-2000
1735157137.09659,1999,1999,1999
1735157137.12682,1999,1999,1999
1735157137.189235,0,897,0
1735157137.218545,-2000,-205,-2000
1735157137.2462752,-2000,-205,-2000
1735157137.307929,-2000,1580,-423
1735157137.336027,-2000,1580,-423
1735157137.397245,1999,1999,1999
1735157137.4269729,1999,1999,1999
1735157137.458539,1999,1999,1999
1735157137.48877,0,197,0
1735157137.5184371,-2000,-1604,-2000
1735157137.547571,-2000,-1604,-2000
1735157137.6071382,-2000,1999,512
1735157137.638647,-2000,1999,512
1735157137.668747,-2000,1999,512
1735157137.698535,1770,1999,1999
1735157137.728298,1770,1999,1999
1735157137.7562292,1770,1999,1999
1735157137.788555,-114,1343,0
1735157137.818534,-2000,686,-2000
1735157137.848768,-2000,686,-2000
1735157137.8784199,-2000,686,-2000
1735157137.907972,880,1788,1914
1735157137.9385889,880,1788,1914
1735157137.968729,880,1788,1914
1735157137.998749,-1205,1999,1999
1735157138.028852,-1205,1999,1999
1735157138.0585852,-1205,1999,1999
1735157138.0864499,-1602,1868,0
1735157138.11764,-2000,1736,-2000
1735157138.1459289,-2000,1736,-2000
1735157138.20875,1999,-849,1999
1735157138.238492,1999,-849,1999
1735157138.269092,1999,-849,1999
1735157138.298496,-2000,1999,1999
1735157138.329002,-2000,1999,1999
1735157138.358565,-2000,1999,1999
1735157138.388789,-1995,1999,534
1735157138.418565,-1991,1999,-930
1735157138.4488142,-1991,1999,-930
1735157138.4785569,-1991,1999,-930
1735157138.5366662,1999,-1885,1999
1735157138.5701609,1999,-1885,1999
1735157138.596498,-2000,1999,-2000
1735157138.627281,-2000,1999,-2000
1735157138.686896,-1028,1999,-311
1735157138.718787,-57,1999,1377
1735157138.747936,-57,1999,1377
1735157138.77582,-57,1999,1377
1735157138.808873,1259,1483,1999
1735157138.838356,1259,1483,1999
1735157138.8686368,1259,1483,1999
1735157138.898515,-1685,1999,-2000
1735157138.9280791,-1685,1999,-2000
1735157138.9561532,-1685,1999,-2000
1735157139.016491,1999,401,1999
1735157139.049072,1999,401,1999
1735157139.078721,1999,401,1999
1735157139.106393,-1999,1999,-1832
1735157139.1363058,-1999,1999,-1832
1735157139.19588,-467,1999,1886
1735157139.226015,-467,1999,1886
1735157139.256188,-467,1999,1886
1735157139.3158631,1999,1999,1999
1735157139.347216,1999,1999,1999
1735157139.377005,1999,1999,1999
1735157139.4072251,-2000,6,-2000
1735157139.438785,-2000,6,-2000
1735157139.468813,-2000,6,-2000
1735157139.498519,485,1536,-763
1735157139.526335,485,1536,-763
1735157139.5586848,485,1536,-763
1735157139.588802,57,1999,1308
