Timestamp,X,Y,Z
1735157084.2076511,-485,-865,-264
1735157084.2382941,-328,-890,-368
1735157084.265889,-328,-890,-368
1735157084.296087,-328,-890,-368
1735157084.327952,-925,-2000,-324
1735157084.355217,-925,-2000,-324
1735157084.415872,-925,-2000,-324
1735157084.445187,-385,1702,198
1735157084.475314,-385,1702,198
1735157084.5079439,-385,1702,198
1735157084.537858,1999,-644,-275
1735157084.567756,1999,-644,-275
1735157084.595652,1999,-644,-275
1735157084.625798,689,-1729,-1081
1735157084.655085,689,-1729,-1081
1735157084.6862211,689,-1729,-1081
1735157084.715314,689,-1729,-1081
1735157084.745736,1630,1999,-943
1735157084.7756648,1630,1999,-943
1735157084.8073359,1630,1999,-943
1735157084.8384051,1999,-1262,-1046
1735157084.8662841,1999,-1262,-1046
1735157084.895859,1999,-1262,-1046
1735157084.926006,-477,-2000,-977
1735157084.9858072,-477,-2000,-977
1735157085.0150468,-477,-2000,-977
1735157085.0458019,1360,1999,190
1735157085.075338,1360,1999,190
1735157085.108565,1360,1999,190
1735157085.1372092,1999,-2000,-1827
1735157085.167806,1999,-2000,-1827
1735157085.1956391,1999,-2000,-1827
1735157085.2558331,-376,-1399,-83
1735157085.2857559,-376,-1399,-83
1735157085.315022,-376,-1399,-83
1735157085.345846,-108,1999,1054
1735157085.375222,-108,1999,1054
1735157085.408181,-108,1999,1054
1735157085.436573,1999,-2000,-2000
1735157085.468228,1999,-2000,-2000
1735157085.526005,-381,-1403,179
1735157085.556044,-381,-1403,179
1735157085.585977,-381,-1403,179
1735157085.615406,-643,195,986
1735157085.646084,-904,1795,1793
1735157085.675464,-904,1795,1793
1735157085.707507,-904,1795,1793
1735157085.736382,1333,-2000,-1382
1735157085.7678761,1333,-2000,-1382
1735157085.798062,1333,-2000,-1382
1735157085.8561301,486,-438,130
1735157085.8852851,486,-438,130
1735157085.916165,239,578,517
1735157085.944758,-7,1596,903
1735157085.975976,-7,1596,903
1735157086.007029,-7,1596,903
1735157086.0384388,1943,-2000,-1641
1735157086.067899,1943,-2000,-1641
1735157086.0952451,1943,-2000,-1641
1735157086.1562839,-672,-1295,153
1735157086.1852422,-672,-1295,153
1735157086.215955,-504,278,624
1735157086.245308,-335,1853,1096
1735157086.276006,-335,1853,1096
1735157086.306232,-335,1853,1096
1735157086.335562,1271,-2000,-1473
1735157086.36588,1271,-2000,-1473
1735157086.395333,1271,-2000,-1473
1735157086.456036,192,-430,415
1735157086.485114,192,-430,415
1735157086.515937,1024,-187,285
1735157086.545089,1856,54,156
1735157086.5758479,1856,54,156
1735157086.606483,1856,54,156
1735157086.638109,425,-1327,-119
1735157086.667758,425,-1327,-119
1735157086.69554,425,-1327,-119
1735157086.72574,1999,1922,-172
1735157086.755234,1999,1922,-172
1735157086.7856572,1999,1922,-172
1735157086.8156989,1999,800,-356
1735157086.875894,1999,-321,-541
1735157086.9064891,1999,-321,-541
1735157086.936407,555,-2000,-1494
1735157086.965328,555,-2000,-1494
1735157086.9952698,555,-2000,-1494
1735157087.055242,1486,1999,317
1735157087.085053,1486,1999,317
1735157087.115875,1743,228,-336
1735157087.145776,1999,-1542,-989
1735157087.175968,1999,-1542,-989
1735157087.2365582,-209,-2000,-444
1735157087.2952929,-209,-2000,-444
1735157087.3551989,-435,1999,1279
1735157087.385205,-435,1999,1279
1735157087.415148,782,0,-107
1735157087.4458518,1999,-2000,-1495
1735157087.476112,1999,-2000,-1495
1735157087.53727,-749,-2000,-65
1735157087.567949,-749,-2000,-65
1735157087.6259441,457,1829,738
1735157087.65512,457,1829,738
1735157087.685727,457,1829,738
1735157087.715898,1228,-85,-252
1735157087.745826,1999,-2000,-1244
1735157087.8061671,1999,-2000,-1244
1735157087.867688,-457,-2000,-204
1735157087.895519,-457,-2000,-204
1735157087.955869,1017,1999,592
1735157087.9850502,1017,1999,592
1735157088.015883,1999,-2000,-2000
1735157088.045718,1999,-2000,-2000
1735157088.108187,1999,-2000,-2000
1735157088.167945,-839,-1444,-22
1735157088.195657,-839,-1444,-22
1735157088.226034,-711,1994,1218
1735157088.2861152,-711,1994,1218
1735157088.316044,1999,-1961,-2000
1735157088.345422,1999,-1961,-2000
1735157088.408129,1999,-1961,-2000
1735157088.4372401,-988,-1304,-232
1735157088.4960132,-988,-1304,-232
1735157088.52502,-119,1999,928
1735157088.555907,-119,1999,928
1735157088.5851378,-119,1999,928
1735157088.6158772,1999,-2000,-1953
1735157088.645119,1999,-2000,-1953
1735157088.708117,1999,-2000,-1953
1735157088.7680929,-195,-1770,-767
1735157088.8259342,-229,1576,737
1735157088.8551302,-229,1576,737
1735157088.8858838,-229,1576,737
1735157088.9152188,1999,-2000,-2000
1735157088.945801,1999,-2000,-2000
1735157089.006176,1999,-2000,-2000
1735157089.067071,-516,-954,169
1735157089.095068,-516,-954,169
1735157089.155822,19,770,722
1735157089.185039,19,770,722
