Timestamp,X,Y,Z
1735156983.223607,-884,162,-439
1735156983.254664,-884,162,-439
1735156983.283852,-872,161,-425
1735156983.314522,-872,161,-425
1735156983.343963,-872,161,-425
1735156983.376757,-878,154,-421
1735156983.406898,-884,147,-416
1735156983.4365308,-884,147,-416
1735156983.4642591,-884,147,-416
1735156983.494551,-881,144,-417
1735156983.5245829,-881,144,-417
1735156983.5542011,-881,144,-417
1735156983.584517,-910,147,-455
1735156983.613682,-910,147,-455
1735156983.644514,-910,147,-455
1735156983.676812,-913,157,-460
1735156983.706388,-916,166,-465
1735156983.7342238,-916,166,-465
1735156983.764909,-916,166,-465
1735156983.794225,-1500,770,-321
1735156983.824619,-1500,770,-321
1735156983.854621,-1500,770,-321
1735156983.883871,-2000,478,-2000
1735156983.9145632,-2000,478,-2000
1735156983.943883,-2000,478,-2000
1735156984.005423,1028,-452,-1062
1735156984.036442,1028,-452,-1062
1735156984.0948422,1999,-1729,-1125
1735156984.124608,1999,-1729,-1125
1735156984.184779,-2000,1613,-1885
1735156984.2136362,-2000,1613,-1885
1735156984.2773068,-184,841,-748
1735156984.3056839,1630,69,388
1735156984.3365262,1630,69,388
1735156984.364209,1630,69,388
1735156984.3947232,1911,-433,210
1735156984.424721,1911,-433,210
1735156984.4547288,1911,-433,210
1735156984.484568,-2000,-466,-2000
1735156984.514112,-2000,-466,-2000
1735156984.544759,-2000,-466,-2000
1735156984.606951,893,1999,1999
1735156984.6366239,893,1999,1999
1735156984.664344,893,1999,1999
1735156984.694693,1099,332,12
1735156984.72388,1099,332,12
1735156984.754644,1099,332,12
1735156984.784554,-2000,-2000,-2000
1735156984.813847,-2000,-2000,-2000
1735156984.8447812,-2000,-2000,-2000
1735156984.904917,140,1818,747
1735156984.936417,140,1818,747
1735156984.964525,140,1818,747
1735156984.994504,597,1052,505
1735156985.023895,597,1052,505
1735156985.0545611,597,1052,505
1735156985.0849211,-1847,-1895,-2000
1735156985.144029,-1847,-1895,-2000
1735156985.204971,-548,1123,231
1735156985.233669,-548,1123,231
1735156985.263628,-548,1123,231
1735156985.29381,579,1193,812
1735156985.323754,579,1193,812
1735156985.354487,579,1193,812
1735156985.383831,-1852,-754,-2000
1735156985.414655,-1852,-754,-2000
1735156985.4450839,-1852,-754,-2000
1735156985.507149,896,511,1252
1735156985.5358279,896,511,1252
1735156985.563929,896,511,1252
1735156985.594642,1943,-1417,-458
1735156985.623852,1943,-1417,-458
1735156985.654847,1943,-1417,-458
1735156985.683658,-2000,1999,1343
1735156985.744085,-2000,1999,1343
1735156985.777218,152,1202,-283
1735156985.836674,152,1202,-283
1735156985.864224,152,1202,-283
1735156985.894773,1999,-2000,-2000
1735156985.955339,1999,-2000,-2000
1735156986.014855,-2000,1999,490
1735156986.04395,-2000,1999,490
1735156986.076939,186,-352,-408
1735156986.106963,186,-352,-408
1735156986.1366148,186,-352,-408
1735156986.1642911,186,-352,-408
1735156986.194688,1999,-1712,-284
1735156986.2236538,1999,-1712,-284
1735156986.2847302,-2000,1999,1999
1735156986.31409,-2000,1999,1999
1735156986.3751,631,-212,-83
1735156986.406943,631,-212,-83
1735156986.4369888,631,-212,-83
1735156986.466468,631,-212,-83
1735156986.4937658,-1148,1367,-816
1735156986.525019,-1148,1367,-816
1735156986.5549471,-1148,1367,-816
1735156986.614857,-1702,737,-507
1735156986.6438882,-1702,737,-507
1735156986.70681,1067,706,150
1735156986.7366312,1067,706,150
1735156986.763933,414,371,-218
1735156986.794569,-238,35,-586
1735156986.823873,-238,35,-586
1735156986.8546932,-238,35,-586
1735156986.88395,-784,-284,-64
1735156986.914763,-784,-284,-64
1735156986.976832,1005,418,857
1735156987.006866,1005,418,857
1735156987.036499,1005,418,857
1735156987.064231,1021,121,589
1735156987.094644,1038,-176,321
1735156987.124885,1038,-176,321
1735156987.154064,1038,-176,321
1735156987.1846,-2000,262,-2000
1735156987.2150662,-2000,262,-2000
1735156987.276394,774,729,-86
1735156987.305512,774,729,-86
1735156987.3366,774,729,-86
1735156987.364428,977,747,448
1735156987.3946931,1180,765,984
1735156987.423977,1180,765,984
1735156987.4546702,1180,765,984
1735156987.4839838,708,-928,-2000
1735156987.514621,708,-928,-2000
1735156987.576867,-773,-18,-301
1735156987.60665,-773,-18,-301
1735156987.6343648,-773,-18,-301
1735156987.664814,-295,485,240
1735156987.693826,183,988,782
1735156987.724715,183,988,782
1735156987.753931,183,988,782
1735156987.784598,926,787,-118
1735156987.813827,926,787,-118
1735156987.844479,926,787,-118
1735156987.8764741,-1756,1999,313
1735156987.9068859,-1756,1999,313
1735156987.9364889,-1756,1999,313
1735156987.964374,-511,871,-26
1735156987.993727,732,-257,-367
1735156988.0245912,732,-257,-367
1735156988.053865,732,-257,-367
1735156988.0846322,136,813,-1543
1735156988.1140108,136,813,-1543
1735156988.144531,136,813,-1543
1735156988.176768,23,824,-2000
1735156988.206825,23,824,-2000
