Timestamp,Acc_X,Acc_Y,Acc_Z,Acc_Betrag,Ori_X,Ori_Y,Ori_Z,Ori_Betrag
1735573758644,159,200,974,1006.9543187255318,9860,-4735,-13651,17492.559160968987
1735573758644,159,200,974,1006.9543187255318,9740,-4731,-15351,18785.71696795201
1735573758644,159,200,974,1006.9543187255318,9641,-4749,-17054,20157.89666607109
1735573758669,59,138,982,993.402738067497,9581,-4781,17218,20275.922815004007
1735573758699,59,138,982,993.402738067497,9703,-4784,15321,18755.47669348876
1735573758730,59,138,982,993.402738067497,9803,-4763,13428,17294.396838282624
1735573758759,59,138,982,993.402738067497,9876,-4724,11541,15907.426976101446
1735573758789,67,208,915,940.7326931705945,9825,-4694,9755,14619.31209051917
1735573758819,67,208,915,940.7326931705945,9756,-4678,7973,13439.9385787287
1735573758849,67,208,915,940.7326931705945,9696,-4676,6191,12417.96573517579
1735573758879,38,194,835,858.0821638980733,9670,-4687,4373,11601.723923624455
1735573758909,38,194,835,858.0821638980733,9729,-4694,2450,11076.532715610963
1735573758939,38,194,835,858.0821638980733,9779,-4688,528,10857.484469249772
1735573758969,43,227,981,1007.8387767892243,9821,-4675,-1389,10965.262741950144
1735573758999,43,227,981,1007.8387767892243,9828,-4661,-3296,11365.655326464903
1735573759029,43,227,981,1007.8387767892243,9830,-4646,-5202,12053.008753004371
1735573759059,43,227,981,1007.8387767892243,9827,-4631,-7105,12980.643859223625
1735573759089,-28,151,873,886.4050992633108,9790,-4607,-8968,14053.240658296576
1735573759119,-28,151,873,886.4050992633108,9789,-4579,-10856,15318.110131475096
1735573759149,-28,151,873,886.4050992633108,9779,-4553,-12741,16694.062746976844
1735573759179,74,155,979,993.9527151731112,9778,-4539,-14589,18139.755400776496
1735573759210,74,155,979,993.9527151731112,9742,-4543,-16358,19573.696048523896
1735573759240,74,155,979,993.9527151731112,9713,-4555,17871,20843.776889038127
1735573759270,77,146,964,978.0291406701541,9684,-4569,16095,19331.441798272575
1735573759300,77,146,964,978.0291406701541,9652,-4586,14312,17861.294577941433
1735573759330,77,146,964,978.0291406701541,9630,-4608,12526,16458.166362022228
1735573759360,77,146,964,978.0291406701541,9618,-4634,10737,15141.43483953882
1735573759390,0,204,914,936.4891884052906,9656,-4650,8856,13902.862007514856
1735573759420,0,204,914,936.4891884052906,9697,-4653,6943,12801.854045410766
