Acc_Betrag,Acc_X,Acc_Y,Acc_Z,Ori_Betrag,Ori_X,Ori_Y,Ori_Z,Timestamp
1.0634937705506318,-507,283,891,0.0360220296536768,-31.211111111111112,-17.780555555555555,-2.702777777777778,1735410324974
1.0634937705506318,-507,283,891,0.0399691991753156,-29.02777777777778,-18.35,-20.45,1735410325004
1.0634937705506318,-507,283,891,0.05025810887524569,-27.008333333333333,-18.0,-38.37222222222222,1735410325033
0.8157732528098723,-353,621,394,0.0419971866709141,-14.625,-19.70277777777778,34.083333333333336,1735410325063
0.8157732528098723,-353,621,394,0.023584871857942235,-10.447222222222223,-17.11111111111111,12.422222222222222,1735410325093
0.8157732528098723,-353,621,394,0.0210637130562503,-13.847222222222221,-15.7,-2.3333333333333335,1735410325123
1.1621996386163609,-296,884,694,0.028773168871599468,-22.372222222222224,-15.855555555555556,-8.716666666666667,1735410325153
1.1621996386163609,-296,884,694,0.03757458015832078,-31.61111111111111,-16.261111111111113,-12.172222222222222,1735410325183
1.1621996386163609,-296,884,694,0.04575256671609923,-39.111111111111114,-17.480555555555554,-16.06388888888889,1735410325214
0.7852763844660045,37,739,263,0.051826836409549666,-40.62777777777778,-19.447222222222223,-25.636111111111113,1735410325244
0.7852763844660045,37,739,263,0.05759201045466182,-26.877777777777776,-18.575,47.42777777777778,1735410325273
0.7852763844660045,37,739,263,0.045153540784421,-27.20277777777778,-15.252777777777778,32.65277777777778,1735410325303
0.7852763844660045,37,739,263,0.040105380092272894,-31.288888888888888,-13.416666666666666,21.2,1735410325333
0.8366677954839663,-238,780,187,0.028214753085339352,-21.494444444444444,-17.130555555555556,6.372222222222222,1735410325363
0.8366677954839663,-238,780,187,0.021521055402030913,-12.136111111111111,-14.791666666666666,-9.852777777777778,1735410325393
0.8366677954839663,-238,780,187,0.024873978358572156,-10.672222222222222,-10.541666666666666,-19.841666666666665,1735410325423
0.8482328689693651,-95,643,-545,0.03267012169937314,-26.594444444444445,-1.9777777777777779,-18.872222222222224,1735410325454
0.8482328689693651,-95,643,-545,0.05617751220983731,-48.833333333333336,5.180555555555555,-27.283333333333335,1735410325484
0.8482328689693651,-95,643,-545,0.05036424095501995,32.94166666666667,-2.9444444444444446,-37.983333333333334,1735410325514
1.4066822668961174,511,995,-853,0.05077260048369143,21.872222222222224,-10.747222222222222,-44.541666666666664,1735410325544
1.4066822668961174,511,995,-853,0.04880629457797528,7.6,-11.119444444444444,46.91111111111111,1735410325573
1.4066822668961174,511,995,-853,0.03999998842592425,-3.311111111111111,-15.96111111111111,36.52777777777778,1735410325603
1.4066822668961174,511,995,-853,0.022967007167018445,1.8305555555555555,-19.775,11.536111111111111,1735410325632
0.8644703580805996,197,386,-748,0.0658184819746281,-43.49444444444445,-4.902777777777778,49.15555555555556,1735410325664
0.8644703580805996,197,386,-748,0.05908710417366576,45.15277777777778,10.444444444444445,36.65277777777778,1735410325693
0.8644703580805996,197,386,-748,0.03153182169366349,27.68888888888889,6.405555555555556,13.658333333333333,1735410325723
0.9104553805651324,830,-30,-373,0.028517554968089824,26.788888888888888,-9.541666666666666,-2.136111111111111,1735410325753
0.9104553805651324,830,-30,-373,0.05943044617112314,45.82222222222222,-10.083333333333334,-36.477777777777774,1735410325783
0.9104553805651324,830,-30,-373,0.059370442645112084,43.56666666666667,-2.3694444444444445,40.263888888888886,1735410325813
1.0091035625742286,772,-505,-409,0.04284680433795861,37.53333333333333,-3.6333333333333333,20.344444444444445,1735410325843
1.0091035625742286,772,-505,-409,0.03631566827618182,34.525,-9.238888888888889,6.441666666666666,1735410325873
1.0091035625742286,772,-505,-409,0.042350182287858154,38.44722222222222,-13.03888888888889,-12.055555555555555,1735410325903
1.0091035625742286,772,-505,-409,0.05560553481033349,43.55555555555556,-11.88888888888889,-32.458333333333336,1735410325932
1.9251654474356223,-1286,-1329,535,0.05567684828710392,38.41388888888889,-11.552777777777777,-38.611111111111114,1735410325964
1.9251654474356223,-1286,-1329,535,0.057026772194413905,33.43333333333333,-13.311111111111112,-44.23888888888889,1735410325994
1.2923521191997172,1007,-590,-555,0.05584981265925673,23.17222222222222,-19.494444444444444,-46.92777777777778,1735410326054
1.2923521191997172,1007,-590,-555,0.03347713530102244,-22.194444444444443,-19.43888888888889,-15.819444444444445,1735410326084
1.2923521191997172,1007,-590,-555,0.04150086958035851,-33.78611111111111,-13.330555555555556,-20.07777777777778,1735410326113
0.7971518048652967,-19,-791,97,0.060316692891421234,-45.13611111111111,-6.883333333333334,-39.41388888888889,1735410326174
0.7971518048652967,-19,-791,97,0.06125846357498611,-49.18333333333333,-10.458333333333334,34.98888888888889,1735410326203
0.7971518048652967,-19,-791,97,0.044847446921428766,-43.477777777777774,-10.838888888888889,1.8694444444444445,1735410326234
1.066870188917096,-464,-854,440,0.05345838154208155,-49.83888888888889,-6.333333333333333,-18.269444444444446,1735410326264
1.066870188917096,-464,-854,440,0.059325863749025196,43.56388888888889,-7.275,-39.608333333333334,1735410326293
1.066870188917096,-464,-854,440,0.057721887698207214,44.297222222222224,-10.502777777777778,35.486111111111114,1735410326322
